cod_prodam,desc_local,latitude,longitude
2558,Av. Sen. Teotonio Vilela (Centro/Bairro) a menos 10M da Rua Balneario São José,-23.76431500000000000,-46.71652999999999900
2559,Av. Sen. Teotonio Vilela (Centro/Bairro) a menos 10M da Rua Balneario São José,-23.76431500000000000,-46.71652999999999900
2560,"Avenida Giovanni Gronchi (Centro/Bairro), a menos 22 metros do Número 4864",-23.62148500000000000,-46.73364300000000100
2561,"Avenida Giovanni Gronchi (Centro/Bairro), a mais 45 metros da R. Caxé",-23.63694599999999800,-46.73702600000000000
2562,"Avenida Giovanni Gronchi (Centro/Bairro), a mais 45 metros da R. Caxé",-23.63694599999999800,-46.73702600000000000
2563,"Avenida Giovanni Gronchi (Bairro/Centro), Número 6701",-23.63635599999999900,-46.73696900000000200
2564,"Avenida João Dias (Centro/Bairro), a mais 24,7metros do Número 966",-23.64595400000000000,-46.70955699999999700
2565,"Avenida João Dias (Centro/Bairro), a mais 24,7metros do Número 966",-23.64595400000000000,-46.70955699999999700
2566,"Av. João Dias (Bairro/Centro) a mais 7,9m da Rua Barão do Rio Branco",-23.64594800000000100,-46.71016699999999800
2567,"Av. João Dias (Bairro/Centro) a mais 7,9m da Rua Barão do Rio Branco",-23.64594800000000100,-46.71016699999999800
2568,Estrada do Campo Limpo(Cpo/Vl Sônia) a mais 123m da R Domingos de Meira,-23.61290700000000000,-46.75494799999999900
2569,Estrada do Campo Limpo(Cpo/Vl Sônia) a mais 123m da R Domingos de Meira,-23.61290700000000000,-46.75494799999999900
2571,"Avenida Santo Amaro (Centro/Bairro), a mais 28M da Rua Verbo Divino",-23.63835570000000200,-46.69722000000000200
2572,"Avenida Nossa Senhora do Sabara (Bairro/Centro), Numero 3515",-23.68421899999999900,-46.68110999999999700
2573,"Avenida Nossa Senhora do Sabara (Centro/Bairro), Numero 3446",-23.68396600000000200,-46.68127799999999900
2574,"Avenida Nossa Senhora do Sabara (Centro/Bairro), a mais 10M da Rua Quararibeia",-23.66989299999999800,-46.68881600000000300
2575,"Av Nossa Senhora do Sabara (B/C), a mais 10M da R Monsenhor Alfredo P Sampaio",-23.66849300000000200,-46.68939999999999900
2576,"Avenida Nossa Senhora do Sabara (Centro/Bairro), a menos 43M do Numero 4780",-23.69419699999999900,-46.67747099999999700
2577,Avenida Cupecê (Marginal/Diadema) Número 2.958,-23.66611700000000000,-46.65665400000000300
2578,Avenida Cupecê (Marginal/Diadema) Número 2.958,-23.66611700000000000,-46.65665400000000300
2579,Avenida Cupecê (Marginal/Diadema) a mais 20m do Número 4820,-23.67608879999999900,-46.64211300000000200
2580,Avenida Cupecê (Marginal/Diadema) a mais 20m do Número 4820,-23.67608879999999900,-46.64211300000000200
2581,Av Eng Billings (C Branco/Interlagos) a mais 22 metros da R Barão de Antonina,-23.53976099999999900,-46.74275200000000300
2582,Avenida Guido Caloi (Castelo Branco/Interlagos) a mais 72m do Número 25,-23.64771800000000100,-46.72763400000000200
2583,Avenida Dona Belmira Marin (Bairro/Centro) a menos 60 metros do Número 2.672,-23.75323699999999900,-46.68834300000000300
2584,Av Dona Belmira Marin (Centro/Bairro) a mais 60m da Rua Elisia G. Barcelos,23.75338599999999900,-46.68853800000000100
2585,"Av Dona Belmira Marin (C/B), a mais 322m da Av Antônio C Benjamin dos Santos",-23.74419000000000000,-46.69086500000000200
2586,Av Dona Belmira Marin (Centro/Bairro) a mais 63 metros da R Domenico Cimarosa,-23.73696100000000100,-46.69366800000000200
2587,Avenida Giovanni Gronchi (Centro/Bairro) oposto ao Número 705,-23.59572800000000100,-46.71418880000000200
2588,Avenida dos Tajurás (Bairro/Centro) Número 406,-23.58689899999999900,-46.69319200000000300
2589,Estrada de Itapecerica (Centro/Bairro) a menos 55m da Rua João Francisco Delmas,-23.65387499999999900,-46.75979600000000100
2590,Estrada de Itapecerica (Bairro/Centro) Número 2979,-23.65383500000000100,-46.75968600000000200
2591,Estrada de Itapecerica (Bairro/Centro) Número 2979,-23.65383500000000100,-46.75968600000000200
2593,Avenida Vereador José Diniz (Bairro/Centro) a mais 26M da Rua Joaquim Nabuco,-23.62499400000000100,-46.68212100000000200
2594,Avenida Vereador José Diniz (Bairro/Centro) a mais 26M da Rua Joaquim Nabuco,-23.62499400000000100,-46.68212100000000200
2595,Av. Vereador José Diniz (Centro/Bairro) X R. Joaquim Nabuco,-23.62478799999999900,-46.68243400000000100
2596,Av. Vereador José Diniz (Centro/Bairro) X R. Joaquim Nabuco,-23.62478799999999900,-46.68243400000000100
2597,Av Dona Belmira Marin (Bairro/Centro) a menos 6m da R Ten Cel Herman José Rocha,-23.74079499999999900,-46.69139100000000300
2598,"Av. Professor Francisco Morato (Centro/Bairro)a menos de 10,5M da R Dráusio",-23.57735999999999900,-46.70828999999999800
2599,"Av. Professor Francisco Morato (Centro/Bairro)a menos de 10,5M da R Dráusio",-23.57735999999999900,-46.70828999999999800
2600,"Av. Prof. Francisco Morato (B/C), a menos 20M da Rua Gal Sena Vasconcelos",-23.58341800000000200,-46.71457699999999800
2601,"Av. Prof. Francisco Morato (B/C), a menos 20M da Rua Gal Sena Vasconcelos",-23.58341800000000200,-46.71457699999999800
2602,Av.Vereador José Diniz (Bairro/Centro) a menos 70M da R. Américo Brasiliense,-23.63685800000000000,-46.69380999999999900
2603,Av.Vereador José Diniz (Bairro/Centro) a menos 70M da R. Américo Brasiliense,-23.63685800000000000,-46.69380999999999900
2604,"Avenida Interlagos (Bairro/Centro),  Número 5019",-23.68885600000000100,-46.69721599999999700
2605,"Av Interlagos (Centro/Bairro), a menos 24m da R Eng Allyrio Hugueney de Mattos",-23.65777200000000100,-46.67976800000000300
2610,Av Eng Armando de Arruda Pereira (Bairro/Centro) a mais 15M da R Fachini,-23.65804700000000000,-46.63570000000000000
2611,Av das Nações Unidas (Interlagos/C.Branco) a mais10M da R Bragança Paulista,-23.63728899999999900,-46.72033700000000100
2612,Av das Nações Unidas (Inter/C.Branco) x R Guriú,-23.67420200000000100,-46.70000499999999700
2613,"Av dos Bandeirantes, Pista Expressa (Marg/Imig),a mais 23m da R Porto Martins",-23.59928700000000000,-46.68653100000000200
2614,Estrada do Campo Limpo (Centro/Bairro) Número 3677,-23.63023400000000200,-46.77049600000000100
2615,Estrada do Campo Limpo (Bairro/Centro) a mais 35m da Rua Batista Crespo,-23.63069499999999900,-46.77055000000000000
2616,Avenida Escola Politécnica (Marginal Pinheiros/Raposo) Número 5050,-23.57494200000000000,-46.76557199999999900
2617,"Avenida Escola Politécnica (Raposo/Marginal Pinheiros), Número 5173",-23.57283800000000100,-46.76419800000000000
2618,Avenida Escola Politécnica (Raposo/Marginal Pinheiros) a mais 29m do Nr 3545,-23.56464199999999900,-46.75446699999999800
2619,Av Eng Armando de Arruda Pereira (C/B) a mais 121m da R Luiz Carlos Fachini,-23.65667200000000000,-46.63653600000000000
2620,"Avenida Morumbi (Francisco Morato/Marginal Pinheiros), oposto ao número 6341",-23.61712000000000000,-46.70866900000000000
2621,"Avenida Morumbi (Marginal Pinheiros/Francisco Morato), número 6341",-23.61723320000000100,-46.70868649999999900
2622,"Av dos Bandeirantes (Imigrantes/Marginal), a menos 68m da R Antônio Gomide",-23.62338660000000000,-46.65090200000000200
2623,"Av dos Bandeirantes, Pta Expressa (Imig/Marg) a menos 34m da R Lourenço Marques",-23.59918400000000100,-46.68584400000000300
2625,"Av das Nações Unidas (Interl/C.Branco), a mais 300M da Rua Eng Mesquita Sampaio",-23.62417800000000100,-46.70443000000000200
2626,"Av das Nações Unidas (Interl/C.Branco), a mais 300M da Rua Eng Mesquita Sampaio",-23.62417800000000100,-46.70443000000000200
2627,"Marginal Pinheiros, Pista Expressa (Interlagos/C.Branco) a mais 103m do Km 12",-23.60733649999999900,-46.69742660000000000
2627,"Marginal Pinheiros, Pista Expressa (Interlagos/C.Branco) a mais 103m do Km 12",-23.60733400000000200,-46.69753600000000000
2629,"Marginal Pinheiros, Pista Expressa (Interlagos/C.Branco), a menos 66,0m do Km 14",-23.62378500000000200,-46.70455599999999700
2631,"Avenida das Nações Unidas (Interlagos/Castelo Branco), Número 7203",-23.56428100000000100,-46.70331600000000100
2632,"Marginal Pinheiros, Pista Expressa (Interlagos/C. Branco) a mais 139m do km 1",-23.54156332999999900,-46.73810600000000200
2634,"Marginal Pinheiros, Pista Expressa (Interlagos/C.Branco) a mais 106m do Km 16",-23.63691700000000000,-46.72045500000000100
2636,"Marginal Pinheiros, Pista Expressa (C.Branco/Interlagos), a menos 242m do Km 2",-23.53963500000000000,-46.74243899999999700
2638,"Marginal Pinheiros (Castelo Branco/Interlagos), Número 16741",-23.63026199999999800,-46.71673200000000000
2640,Avenida Washington Luis (Centro/Bairro) a menos 19 metros da Avenida Dória,-23.63964800000000100,-46.67380899999999900
2641,Avenida Washington Luis (Bairro/Centro) a menos 76m da Rua Robélia,-23.64902500000000200,-46.67623499999999800
2642,Av Washington Luis (B/C) a menos 9m da R Doutor Abelardo Vergueiro Cesar,-23.64106000000000000,-46.67330200000000000
2643,"Av Affonso D'Escragnolle Taunay (Marg/Imig), a mais 54,5m do Vd Dante Delmanto",-23.62952599999999800,-46.64065600000000000
2644,Avenida Corifeu de Azevedo Marques (Centro/Bairro) Número 250,-23.57013299999999800,-46.71782700000000000
2645,Avenida Corifeu de Azevedo Marques (Centro/Bairro) Número 250,-23.57013299999999800,-46.71782700000000000
2646,"Av Corifeu de Azevedo Marques (Bairro/Centro) a mais de 9,5M da R Padre Justino",-23.57114599999999900,-46.71963100000000000
2647,"Av Corifeu de Azevedo Marques (Bairro/Centro) a mais de 9,5M da R Padre Justino",-23.57114599999999900,-46.71963100000000000
2648,"Avenida Santo Amaro (Centro/Bairro), a mais 28M da Rua Verbo Divino",-23.63835570000000200,-46.69722000000000200
2651,"Avenida Santo Amaro (Bairro/Centro), Número 5197",-23.62825619999999900,-46.68856160000000000
2652,"Avenida Santo Amaro (Bairro/Centro), Número 5197",-23.62825619999999900,-46.68856160000000000
2653,"Avenida dos Bandeirantes (Imigrantes/Marginal), a mais 164 metros da Rua Gaivota",-23.61033700000000100,-46.67493799999999700
2654,"Avenida das Nações Unidas (Interlagos/Castelo Branco), Número 12399",-23.60753899999999900,-46.69718700000000000
2655,"Av dos Bandeirantes (Marginal/Imigrantes), a menos 197 metros do Número 2040",-23.61048699999999900,-46.67518700000000100
2656,"Rua Alvarenga (Centro/Bairro), a menos 28M da Rua Alexandre M. Machado",-23.56073200000000200,-46.71211840000000100
2657,"Av Senador Teotônio Vilela (Bairro/Centro), a mais 163M do Nr 3063",-23.72650960000000000,-46.69926790000000200
2658,"Av Senador Teotônio Vilela (Bairro/Centro), a mais 163M do Nr 3063",-23.72650960000000000,-46.69926790000000200
2659,"Avenida Senador Teotônio Vilela (Centro/Bairro), Número 2926",-23.72513700000000000,-46.69978290000000200
2660,"Avenida Senador Teotônio Vilela (Centro/Bairro), Número 2926",-23.72513700000000000,-46.69978290000000200
2661,"Av Magalhães de Castro (Castelo/Interlagos), a mais 10M da R Murtinho Nobre",-23.56680199999999900,-46.70479600000000200
2662,"Av Magalhães de Castro (Castelo/Interl), a menos 50M da R Francisco Tramontano",-23.61367500000000100,-46.70113299999999900
2663,Avenida Interlagos (Bairro/Centro) x Praça Enzo Ferrari,-23.70135300000000100,-46.70130910000000300
2664,Rua Verbo Divino (Marginal/Sto.Amaro) x Avenida Santo Amaro,-23.63823530000000200,-46.69724000000000100
2665,Avenida Santo Amaro (Centro/Bairro) x Rua Graham Bell,-23.63823160000000100,-46.69690899999999800
2666,Avenida Santo Amaro (Centro/Bairro) x Rua Graham Bell,-23.63823160000000100,-46.69690899999999800
2667,Estrada do M' Boi Mirim (Bairro/Centro) x Rua Anhandui Mirim,-23.67027600000000100,-46.73792120000000200
2668,Estrada do M' Boi Mirim (Bairro/Centro) x Rua Anhandui Mirim,-23.67027600000000100,-46.73792120000000200
2669,Estrada do Campo Limpo (Centro/Bairro) x Avenida Carlos Caldeira Filho,-23.64844929999999900,-46.75833020000000300
2670,"Av das Nações Unidas (C.Branco/Interl), Número 22540",-23.67677279999999800,-46.69846400000000100
2671,"Av das Nações Unidas (Interl/C.Branco), Número 22413, Retorno",-23.67654999999999900,-46.69391000000000300
2672,"Av das Nações Unidas (C.Branco/Interl), Número 22540, Retorno",-23.67675830000000000,-46.69833299999999800
2673,Estrada do Campo Limpo (Centro/Bairro) a mais 28 metros da Avenida Vitor Gabriel,-23.63341910000000100,-46.77342029999999800
2674,Largo Campo Limpo (Jd M Virg/Jd B Ref) x Estrada do Campo Limpo,-23.63367590000000000,-46.77348729999999900
2675,"Estrada do Campo Limpo (C.Lacerda/Fco.Morato), a menos 90 metros no Número 3284",-23.63366359999999800,-46.77358389999999800
2676,Av Carlos Caldeira Filho (B/C) x R Rogério de Paula Brito,-23.65014330000000000,-46.75871910000000000
2677,Av. Professor Francisco Morato (B/C) x Av. Lineu de Paula Machado,-23.57292180000000000,-46.70456860000000200
2678,Av Escola Politécnica (Raposo/Marginal) x R Jorge Ward,-23.56847390000000100,-46.75727069999999900
2679,Av Escola Politécnica (Marginal/Raposo) x R Jorge Ward,-23.56817270000000200,-46.75738200000000000
2680,"Rua Conde Moreira Lima, Número 382 e 395",-23.66104430000000000,-46.65953640000000000
2681,"Rua Conde Moreira Lima, Número 382 e 395",-23.66104430000000000,-46.65953640000000000
2682,Av. Corifeu de Azevedo Marques (Bairro/Centro) X Av. Escola Politécnica,-23.55879600000000100,-46.74764600000000300
2683,Av Dona Belmira Marin (Bairro/Centro) x R Doutor Oscar Andrade Lemos,-23.73512800000000000,-46.69543800000000300
2684,Al. dos Tupiniquins x Av. dos Bandeirantes (Imigrantes/M Pinheiros),-23.61638800000000100,-46.66355099999999800
2685,Av. dos Bandeirantes (Imigran/Marg) x Avenida Miruna,-23.62252600000000100,-46.65205000000000300
2686,"Av dos Bandeirantes, Pista Local (Imig/Marg), a menos 28M da R Lourenço Marques",-23.59900700000000000,-46.68580600000000000
2687,"Av dos Bandeirantes, Pista Local (Marg/Imigrant), a mais 23M da R Porto Martins",-23.59928700000000000,-46.68653100000000200
2688,"Av Eliseu de Almeida (B/C), a mais 95M da R Heitor dos Prazeres",-23.58978099999999900,-46.73492799999999600
2689,"Av Eliseu de Almeida (B/C), a mais 95M da R Heitor dos Prazeres",-23.58978099999999900,-46.73492799999999600
2692,"Avenida Eliseu de Almeida (Centro/Bairro), a mais 6M da Rua Dom Henrique Mourão",-23.58930219999999900,-46.73434799999999700
2693,"Marginal Pinheiros, Pista Expressa (C.Branco/Interlagos), a mais 117M do Km 13",-23.61757499999999900,-46.70164900000000300
2695,"Avenida das Nações Unidas (Interlagos/Castelo Branco), Número 18001",-23.64953200000000100,-46.72422000000000300
2696,"Marginal Pinheiros, Pta Expressa (Interlagos/C.Branco), a mais 130M do KM 17,5",-23.64968500000000200,-46.72441899999999700
2699,"Marginal Pinheiros, Pta Expressa (Interl/CB), a menos 15m da Pte Eusébio Matoso",-23.57231500000000000,-46.70016100000000100
2700,"Rua Hungria (Interlagos/Castelo Branco), a menos 20 metros da Avenida Rebouças",-23.57459800000000200,-46.69688000000000000
2701,"Avenida Guarapiranga (Centro/Bairro), a menos 178m da Avenida Guido Caloi",-23.66704800000000100,-46.72639800000000300
2702,"Avenida Guarapiranga (Bairro/Centro), Número 1389",-23.66729399999999800,-46.72637600000000200
2703,"Avenida Guarapiranga (Bairro/Centro), Número 1389",-23.66729399999999800,-46.72637600000000200
2704,"Avenida Guarapiranga (Centro/Bairro), a menos 178m da Avenida Guido Caloi",-23.66704800000000100,-46.72639800000000300
2705,"Marginal Pinheiros (Castelo Branco/Interlagos), a mais 238M do km 10",-23.59364400000000100,-46.69444800000000100
2707,Av Dr Guilherme Dumont Vilares (Fco Morato/Giovanni) a menos 55m da R Carapoana,-23.62439949999999900,-46.73739020000000000
2708,"Avenida Padre Lebret (Bairro/Centro), Numero 714",-23.60116500000000200,-46.71795490000000200
2709,"Rodovia dos Imigrantes (Santos/Sao Paulo), a menos 1200 metros da rua Guaratu",-23.64689280000000000,-46.63166280000000100
2710,"Rodovia dos Imigrantes (Sao Paulo/Santos), a menos 473 metros da rua Itaguara",-23.64699100000000000,-46.63199540000000100
2711,"Estrada do M' Boi Mirim (C/B), a mais 27 metros do número 460",-23.67004499999999800,-46.73801790000000300
2712,"Estrada do M' Boi Mirim (C/B), a mais 27 metros do número 460",-23.67004499999999800,-46.73801790000000300
2713,"Av Atlântica (C/B), a mais 175 metros da R Mário Martins de Almeida",-23.71271399999999800,-46.71009399999999800
2714,"Av Atlântica (C/B), a mais 175 metros da R Mário Martins de Almeida",-23.71271399999999800,-46.71009399999999800
2715,Av Roque Petroni Júnior (Marg Pinheiros/Diadema) Nr 1089,-23.62221479999999800,-46.69750169999999700
2716,Av Roque Petroni Júnior (Marg Pinheiros/Diadema) Nr 1089,-23.62221479999999800,-46.69750169999999700
2718,Av Roque Petroni Júnior (Diadema/Marg Pinheiros) Nr 1226,-23.62205880000000100,-46.69738499999999700
2719,"Av Giovanni Gronchi (Bairro/Centro), Número 4855",-23.62134240000000000,-46.73336679999999900
2720,"Av Carlos Caldeira Filho (Centro/Bairro), a mais 375m da Av Giovanni Gronchi",-23.63781880000000200,-46.73929179999999700
2721,"Av Carlos Caldeira Filho (Centro/Bairro), a mais 375m da Av Giovanni Gronchi",-23.63781880000000200,-46.73929179999999700
2722,"Av Dona Belmira Marin (Bairro/Centro), Número 4829",-23.75595260000000000,-46.67075340000000200
2723,R José Ramon Urtiza (M Pinh/Giovanni) x Av Giovanni Gronchi,-23.63800300000000100,-46.73672500000000000
2724,Av Ellis Maas (Centro/Bairro) x Av Prof Doutor Telemaco H M V Langendonck,-23.66509290000000100,-46.77061739999999900
2727,"Av Felipe Carrillo Puerto (São Paulo/Embu), Número 220",-23.66754459999999900,-46.78504770000000000
2728,"Av Felipe Carrillo Puerto (São Paulo/Embu), Número 220",-23.66754459999999900,-46.78504770000000000
2743,Av. dos Bandeirantes (Marginal Pinheiros/Imigrantes) Numero 5178,-23.62321899999999900,-46.65159299999999800
2744,Av. dos Bandeirantes (Imigrantes/Marginal Pinheiros) Numero 1699,-23.60480099999999800,-46.67913600000000000
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
